,height,geometry
5062,27.55,"POLYGON ((369775.3980999999 3285116.366900001, 369778.0514000002 3285116.586999999, 369777.2759999996 3285125.974400001, 369778.7154999999 3285126.0973, 369779.5555999996 3285116.150699999, 369779.3421999998 3285112.2644, 369775.7680000002 3285111.962300001, 369775.3980999999 3285116.366900001))"
5063,25.27,"POLYGON ((369778.7410000004 3285126.099400001, 369775.9309 3285125.8596, 369775.8315000003 3285128.988700001, 369778.2905999999 3285129.2027, 369778.3213999998 3285128.768200001, 369778.5072999997 3285128.785399999, 369778.7410000004 3285126.099400001))"
5064,21.87,"POLYGON ((369553.7452999996 3285133.199100001, 369554.0241999999 3285124.832599999, 369550.0257000001 3285124.648399999, 369549.8333000001 3285133.068700001, 369553.7452999996 3285133.199100001))"
5065,23.53,"POLYGON ((369566.6019000001 3285133.6743, 369567.1568999998 3285125.364800001, 369556.4280000003 3285124.942299999, 369556.0104999999 3285133.137599999, 369566.6019000001 3285133.6743))"
5066,23.53,"POLYGON ((369566.6019000001 3285133.6743, 369574.7662000004 3285134.088099999, 369575.0772000002 3285125.6767, 369567.1568999998 3285125.364800001, 369566.6019000001 3285133.6743))"
5067,24.8,"POLYGON ((369778.1897 3285135.182600001, 369776.9946999997 3285135.0989, 369776.4685000004 3285143.3069, 369777.7674000002 3285143.3902, 369777.7741999999 3285143.172599999, 369778.1113 3285143.1831, 369778.1897 3285135.182600001))"
5068,26.71,"POLYGON ((369736.6564999996 3285141.5382, 369736.9935999997 3285144.7686, 369739.6435000002 3285143.368000001, 369738.8280999996 3285139.293, 369734.8455999997 3285139.6666, 369734.7763999999 3285140.577400001, 369735.0857999995 3285141.702099999, 369736.6564999996 3285141.5382))"
5069,23.87,"POLYGON ((369614.6370999999 3285143.130000001, 369614.5089999996 3285144.3092, 369614.4711999996 3285144.4351, 369618.7419999996 3285144.8992, 369618.8284999998 3285143.5855, 369614.6370999999 3285143.130000001))"
5070,27.0,"POLYGON ((369735.6220000004 3285145.0317, 369734.7737999996 3285140.5603, 369731.2747 3285141.539799999, 369732.4269000003 3285146.6261, 369735.6220000004 3285145.0317))"
5071,26.66,"POLYGON ((369763.3065999998 3285142.3926, 369760.7762000002 3285142.2042, 369760.5911999997 3285144.6697, 369759.5295000002 3285144.580600001, 369750.5169000002 3285143.990499999, 369750.4595999997 3285144.8661, 369748.8530999999 3285144.723099999, 369748.6442999998 3285146.9968, 369751.0569000002 3285147.226, 369751.1599000003 3285146.1183, 369754.6819000002 3285146.445900001, 369755.6074999999 3285145.953500001, 369763.2769999998 3285146.2314, 369763.3065999998 3285142.3926))"
5072,31.26,"POLYGON ((369722.5535000004 3285157.581700001, 369730.7280000001 3285153.831800001, 369728.9448999995 3285150.1876, 369720.9544000002 3285154.0975, 369722.5535000004 3285157.581700001))"
5073,31.24,"POLYGON ((369718.6135 3285159.390000001, 369722.5535000004 3285157.581700001, 369722.3469000002 3285157.1316, 369720.8483999996 3285157.878599999, 369720.6857000003 3285157.552100001, 369718.2724000001 3285158.6468, 369718.6135 3285159.390000001))"
5074,31.24,"POLYGON ((369718.6135 3285159.390000001, 369718.2724000001 3285158.6468, 369707.7498000003 3285163.4199, 369708.1138000004 3285164.209100001, 369718.6135 3285159.390000001))"
5075,20.02,"POLYGON ((370193.9007999999 3284744.2609, 370196.2269000001 3284745.4649, 370199.3563999999 3284739.4188, 370197.0477999998 3284738.2238, 370193.9007999999 3284744.2609))"
5076,27.04,"POLYGON ((370290.2043000003 3284765.3719, 370295.2314999998 3284769.6702, 370300.3664999995 3284763.8399, 370300.6687000003 3284763.491900001, 370297.5192999998 3284760.8473, 370294.9422000004 3284763.916300001, 370292.9024 3284762.203500001, 370290.2043000003 3284765.3719))"
5077,28.72,"POLYGON ((370295.5007999996 3284759.1523, 370292.9024 3284762.203500001, 370294.9422000004 3284763.916300001, 370297.5192999998 3284760.8473, 370295.5007999996 3284759.1523))"
5078,29.09,"POLYGON ((370307.0323999999 3284747.435900001, 370311.2553000003 3284750.642100001, 370312.1151000001 3284749.5669, 370308.0025000004 3284746.1328, 370307.0323999999 3284747.435900001))"
5079,28.01,"POLYGON ((370302.2549999999 3284761.6656, 370303.0510999998 3284760.7469, 370297.8910999997 3284756.437999999, 370297.0613000002 3284757.5186, 370302.2549999999 3284761.6656))"
5080,28.59,"POLYGON ((370299.9188999999 3284758.1314, 370303.0510999998 3284760.7469, 370308.5586000001 3284754.1142, 370305.4064999996 3284751.559900001, 370299.9188999999 3284758.1314))"
5081,28.59,"POLYGON ((370299.9188999999 3284758.1314, 370305.4064999996 3284751.559900001, 370308.5586000001 3284754.1142, 370311.2553000003 3284750.642100001, 370305.6245999997 3284746.3671, 370297.8910999997 3284756.437999999, 370299.9188999999 3284758.1314))"
5082,21.01,"POLYGON ((370339.7291000001 3285132.8574, 370339.6074999999 3285130.740599999, 370339.8777999999 3285129.73, 370340.1812000005 3285129.0374, 370344.5702999998 3285120.731699999, 370343.0362 3285119.921, 370339.2949999999 3285127.491699999, 370339.1413000003 3285127.9637, 370338.5115999999 3285132.3836, 370339.7291000001 3285132.8574))"
5083,26.23,"POLYGON ((370151.3054 3284826.590600001, 370153.7386999996 3284829.1229, 370155.4686000003 3284827.5889, 370152.9632999999 3284824.851, 370151.3054 3284826.590600001))"
5084,23.33,"POLYGON ((370178.398 3284754.090299999, 370180.8773999996 3284755.3467, 370184.1842999998 3284748.654100001, 370181.6672999999 3284747.3759, 370178.398 3284754.090299999))"
5085,24.81,"POLYGON ((370338.5757999998 3284755.366, 370346.2598999999 3284755.6907, 370345.6412000004 3284755.0559, 370342.9911000002 3284754.939099999, 370342.5838000001 3284755.3135, 370342.2394000003 3284754.9059, 370339.0669999998 3284754.766100001, 370338.5757999998 3284755.366))"
5086,23.21,"POLYGON ((370338.6129000001 3284754.8369, 370322.6903999997 3284753.9268, 370322.4808999998 3284755.391799999, 370338.5097000003 3284756.308, 370338.6129000001 3284754.8369))"
5087,23.46,"POLYGON ((370186.9085999997 3284758.403000001, 370190.2160999998 3284751.717, 370184.1842999998 3284748.654100001, 370180.8773999996 3284755.3467, 370186.9085999997 3284758.403000001))"
5088,23.72,"POLYGON ((370191.3098999998 3284752.258099999, 370189.4900000002 3284755.941, 370190.5316000003 3284756.5155, 370187.7894000001 3284761.5813, 370189.9391999999 3284762.7182, 370191.7122 3284759.2097, 370193.3783999998 3284753.2621, 370191.3098999998 3284752.258099999))"
5089,27.71,"POLYGON ((370345.7122999998 3284764.182700001, 370346.2598999999 3284755.6907, 370338.5757999998 3284755.366, 370337.9801000003 3284763.863, 370345.7122999998 3284764.182700001))"
5090,20.82,"POLYGON ((370189.8655000003 3284763.625800001, 370188.8098999998 3284765.454700001, 370189.6841000002 3284766.196699999, 370190.8425000003 3284764.1896, 370189.8655000003 3284763.625800001))"
5091,23.01,"POLYGON ((370176.8464000002 3284763.149499999, 370182.3817999996 3284767.514, 370185.1564999996 3284764.1138, 370188.0895999996 3284766.4264, 370188.8098999998 3284765.454700001, 370189.8655000003 3284763.625800001, 370186.1823000005 3284760.693399999, 370184.0835999995 3284763.388599999, 370179.5969000002 3284759.851, 370176.8464000002 3284763.149499999))"
5092,19.58,"POLYGON ((370172.0689000003 3284759.3827, 370167.3480000002 3284764.6527, 370170.9856000002 3284767.5208, 370175.5094999997 3284762.0954, 370172.0689000003 3284759.3827))"
5093,25.8,"POLYGON ((370170.9856000002 3284767.5208, 370172.3224999998 3284768.574899999, 370176.8464000002 3284763.149499999, 370175.5094999997 3284762.0954, 370170.9856000002 3284767.5208))"
5094,29.58,"POLYGON ((370337.5924000004 3284769.3938, 370337.9729000004 3284763.965700001, 370326.1950000003 3284763.426100001, 370326.6937999995 3284755.6326, 370322.4808999998 3284755.391799999, 370322.3230999997 3284755.728, 370320.3821 3284758.918400001, 370330.0503000002 3284766.857999999, 370329.9247000003 3284769.021400001, 370337.5924000004 3284769.3938))"
5095,20.92,"POLYGON ((370168.8348000003 3284771.7608, 370172.7728000004 3284774.881200001, 370175.1149000004 3284772.0397, 370171.1228999998 3284768.876599999, 370168.8348000003 3284771.7608))"
5096,25.05,"POLYGON ((370172.3224999998 3284768.574899999, 370180.8123000003 3284775.2687, 370188.0895999996 3284766.4264, 370185.1564999996 3284764.1138, 370182.3817999996 3284767.514, 370176.8464000002 3284763.149499999, 370172.3224999998 3284768.574899999))"
5097,23.06,"POLYGON ((370188.0895999996 3284766.4264, 370180.8123000003 3284775.2687, 370181.5924000004 3284775.9156, 370189.6841000002 3284766.196699999, 370188.8098999998 3284765.454700001, 370188.0895999996 3284766.4264))"
5098,20.78,"POLYGON ((370170.7505999999 3284768.8761, 370170.9605 3284769.0814, 370171.1228999998 3284768.876599999, 370175.1149000004 3284772.0397, 370180.2430999996 3284776.1031, 370180.8123000003 3284775.2687, 370172.3224999998 3284768.574899999, 370171.5606000004 3284767.974199999, 370170.7505999999 3284768.8761))"
5099,20.1,"POLYGON ((370173.6471999995 3284784.1939, 370180.2430999996 3284776.1031, 370175.1149000004 3284772.0397, 370168.4331999999 3284780.146500001, 370173.6471999995 3284784.1939))"
5100,27.1,"POLYGON ((370347.7004000004 3284784.523, 370347.7747999998 3284782.4671, 370343.2861000001 3284782.4246, 370343.2116999999 3284784.4804, 370347.7004000004 3284784.523))"
5101,21.04,"POLYGON ((370173.6471999995 3284784.1939, 370174.4720000001 3284784.834100001, 370181.0277000004 3284776.7248, 370180.2430999996 3284776.1031, 370173.6471999995 3284784.1939))"
5102,24.13,"POLYGON ((370201.3011999996 3284776.9121, 370195.8069000002 3284778.435699999, 370197.8876 3284784.8344, 370203.2932000002 3284783.022600001, 370202.4249999998 3284780.359300001, 370201.3011999996 3284776.9121))"
5103,28.82,"POLYGON ((370356.0630000001 3284782.7434, 370351.5645000003 3284782.5317, 370351.4705999997 3284784.6908, 370355.9689999996 3284784.9025, 370356.0630000001 3284782.7434))"
5104,24.51,"POLYGON ((370351.2285000002 3284790.2541, 370351.7947000004 3284777.2411, 370343.4874 3284776.8619, 370343.2861000001 3284782.4246, 370347.7747999998 3284782.4671, 370347.7004000004 3284784.523, 370343.2116999999 3284784.4804, 370343.0177999996 3284789.839400001, 370351.2285000002 3284790.2541))"
5105,25.81,"POLYGON ((370360.2302000001 3284777.6282, 370351.7947000004 3284777.2411, 370351.5645000003 3284782.5317, 370356.0630000001 3284782.7434, 370355.9689999996 3284784.9025, 370351.4705999997 3284784.6908, 370351.2285000002 3284790.2541, 370359.5717000002 3284790.6755, 370360.2302000001 3284777.6282))"
5106,22.68,"POLYGON ((370200.1443999996 3284791.774800001, 370205.5933999997 3284790.0787, 370203.2932000002 3284783.022600001, 370197.8876 3284784.8344, 370200.1443999996 3284791.774800001))"
5107,30.58,"POLYGON ((370316.7725 3284805.5579, 370324.8864000002 3284805.9659, 370325.1835000003 3284799.4551, 370316.9460000005 3284799.226399999, 370316.7725 3284805.5579))"
5108,25.09,"POLYGON ((370359.3859000001 3284794.9791, 370350.8600000003 3284794.585899999, 370350.6226000004 3284799.881999999, 370355.2043000003 3284800.0767, 370355.1134000001 3284802.104699999, 370353.3667000001 3284802.0722, 370353.2879999997 3284803.8291, 370350.4479999999 3284803.7761, 370350.2752999999 3284807.6291, 370358.7208000002 3284808.0056, 370359.3859000001 3284794.9791))"
5109,24.62,"POLYGON ((370307.0646000002 3284812.7042, 370307.1633000001 3284813.6818, 370315.2663000003 3284813.0822, 370315.1358000003 3284812.035, 370307.0646000002 3284812.7042))"
5110,29.73,"POLYGON ((370315.8243000004 3284817.929400001, 370312.0537999999 3284818.259099999, 370312.4612999996 3284822.193, 370316.2767000003 3284821.859300001, 370315.8327000001 3284818.002900001, 370315.8243000004 3284817.929400001))"
5111,24.68,"POLYGON ((370320.2040999997 3284824.8654, 370319.5947000002 3284818.747, 370315.9600999998 3284819.108999999, 370316.2767000003 3284821.859300001, 370312.4612999996 3284822.193, 370312.0537999999 3284818.259099999, 370315.8243000004 3284817.929400001, 370315.2663000003 3284813.0822, 370307.1633000001 3284813.6818, 370308.3859999999 3284825.795, 370320.2040999997 3284824.8654))"
5112,35.02,"POLYGON ((370230.1131999996 3284828.5141, 370225.3477999996 3284828.6975, 370225.9466000004 3284838.104499999, 370230.8372999998 3284837.664999999, 370230.1131999996 3284828.5141))"
5113,23.16,"POLYGON ((370160.4938000003 3284875.163000001, 370155.6961000003 3284874.4946, 370155.2083000001 3284877.634099999, 370160.0390999997 3284878.3321, 370160.4938000003 3284875.163000001))"
5114,23.88,"POLYGON ((370123.3724999996 3284882.743100001, 370122.6769000003 3284886.4628, 370126.9347999999 3284887.318399999, 370126.9570000004 3284887.216600001, 370130.6840000004 3284887.9726, 370131.1568999998 3284885.8781, 370129.8508000001 3284885.624500001, 370127.5672000004 3284885.181, 370126.0351 3284883.1964, 370123.3724999996 3284882.743100001))"
5115,22.96,"POLYGON ((370131.9568999996 3284893.970799999, 370133.3629000001 3284888.0638, 370130.7883000001 3284887.510600001, 370130.6840000004 3284887.9726, 370129.4538000003 3284893.420600001, 370131.9568999996 3284893.970799999))"
5116,25.3,"POLYGON ((370175.0939999996 3284915.1263, 370180.3165999996 3284914.7289, 370179.8734999998 3284911.0613, 370174.8026999999 3284911.443299999, 370175.0939999996 3284915.1263))"
5117,30.02,"POLYGON ((370261.5257999999 3284915.8638, 370261.5642999997 3284911.425000001, 370245.6453999998 3284911.707900001, 370245.7019999996 3284915.875299999, 370245.7055000002 3284916.131899999, 370261.5257999999 3284915.8638))"
5118,25.24,"POLYGON ((370262.0301000001 3284922.052100001, 370261.9715 3284915.8562, 370243.6654000003 3284916.1664, 370243.7438000003 3284922.357899999, 370262.0301000001 3284922.052100001))"
5119,28.83,"POLYGON ((370138.1825000001 3284949.8983, 370137.2885999996 3284939.2325, 370132.2684000004 3284940.114, 370133.9009999996 3284950.3002, 370138.1825000001 3284949.8983))"
5120,26.21,"POLYGON ((370245.9359999998 3284971.0032, 370246.0678000003 3284976.7552, 370252.9901999999 3284976.3095, 370252.6217 3284970.5736, 370245.9359999998 3284971.0032))"
5121,27.41,"POLYGON ((370243.5344000002 3284977.839, 370243.5844000001 3284979.392200001, 370246.3995000003 3284979.3748, 370249.2593 3284979.357100001, 370249.4244999997 3284982.114499999, 370253.9104000004 3284981.892899999, 370253.6168 3284978.365700001, 370253.3421999998 3284978.3871, 370253.2693999996 3284976.9142, 370246.0807999996 3284977.3226, 370246.0911999997 3284977.777100001, 370244.7702000001 3284977.807399999, 370243.5344000002 3284977.839))"
5122,22.78,"POLYGON ((370238.3909 3285047.1017, 370244.5521 3285041.781400001, 370240.4154000003 3285036.726500001, 370234.3306999998 3285041.9871, 370238.3909 3285047.1017))"
5123,20.6,"POLYGON ((370347.8469000002 3285136.7192, 370347.3223999999 3285137.483200001, 370353.9927000003 3285142.1, 370354.4853999997 3285141.384199999, 370347.8469000002 3285136.7192))"
5124,26.73,"POLYGON ((370371.6551000001 3285137.789999999, 370370.1960000005 3285139.9594, 370367.2637999998 3285144.3192, 370370.0343000004 3285146.182499999, 370374.5960999997 3285139.768100001, 370372.4636000004 3285138.333799999, 370371.6551000001 3285137.789999999))"
5125,28.67,"POLYGON ((370300.6123000002 3285103.449899999, 370297.0665999996 3285099.156500001, 370296.7441999996 3285099.422800001, 370300.3230999997 3285103.6887, 370300.6123000002 3285103.449899999))"
5126,26.9,"POLYGON ((370296.7441999996 3285099.422800001, 370297.0665999996 3285099.156500001, 370297.5434999997 3285098.731699999, 370296.7674000002 3285097.731799999, 370295.9681000002 3285098.422900001, 370296.7441999996 3285099.422800001))"
5127,23.64,"POLYGON ((370279.8469000002 3284838.7388, 370286.9959000004 3284838.182399999, 370286.9066000003 3284837.189200001, 370279.7440999998 3284837.7392, 370279.8469000002 3284838.7388))"
5128,23.77,"POLYGON ((370272.9590999996 3284839.274800001, 370279.8469000002 3284838.7388, 370279.7379000001 3284837.6788, 370272.8768999996 3284838.2337, 370272.9590999996 3284839.274800001))"
5129,28.65,"POLYGON ((370118.6122000003 3285042.2095, 370119.3605000004 3285042.024, 370118.4126000004 3285038.0638, 370117.6706999997 3285038.240900001, 370118.6122000003 3285042.2095))"
5130,21.55,"POLYGON ((369703.8696999997 3284812.794500001, 369706.1381000001 3284809.1241, 369699.7740000002 3284805.191, 369697.5159999998 3284808.844699999, 369703.8696999997 3284812.794500001))"
5131,20.33,"POLYGON ((369746.0454000002 3284780.202099999, 369745.5466999998 3284782.5877, 369749.4019999998 3284783.3686, 369749.6935000001 3284781.929400001, 369749.8794999998 3284781.9682, 369750.0735999998 3284781.0381, 369746.0454000002 3284780.202099999))"
5132,32.59,"POLYGON ((370357.1966000004 3285144.317500001, 370360.5549999997 3285146.641899999, 370361.0302999998 3285145.9834, 370357.6840000004 3285143.631899999, 370357.1966000004 3285144.317500001))"
5133,26.05,"POLYGON ((370098.2353999997 3284900.875600001, 370097.4951999998 3284901.190199999, 370099.2877000002 3284905.441, 370100.0141000003 3284905.0866, 370098.2353999997 3284900.875600001))"
5134,30.85,"POLYGON ((370125.1042999998 3285069.5747, 370126.1388999997 3285073.9354, 370126.5015000002 3285073.850199999, 370126.9527000003 3285073.744100001, 370125.9088000003 3285069.3829, 370125.1042999998 3285069.5747))"
5135,31.6,"POLYGON ((370126.5015000002 3285073.850199999, 370127.0236 3285075.9715, 370127.0519000003 3285076.157, 370127.1003999999 3285076.338400001, 370127.1683999998 3285076.5133, 370127.2553000003 3285076.6797, 370127.3598999996 3285076.8356, 370127.4809999997 3285076.979, 370127.6171000004 3285077.1083, 370127.7664999999 3285077.221799999, 370127.7882000003 3285077.2349, 370126.9527000003 3285073.744100001, 370126.5015000002 3285073.850199999))"
5136,38.18,"POLYGON ((370121.4063999997 3285053.987400001, 370122.1796000004 3285053.802200001, 370120.3189000003 3285046.0283, 370119.5590000004 3285046.200099999, 370121.4063999997 3285053.987400001))"
5137,29.79,"POLYGON ((370222.0952000003 3284854.3136, 370220.8391000004 3284854.456800001, 370221.4680000003 3284862.038000001, 370222.5961999996 3284861.9131, 370222.0952000003 3284854.3136))"
5138,23.44,"POLYGON ((370215.9578 3284806.5529, 370217.1765999999 3284811.649, 370218.2785999998 3284811.4156, 370217.1299999999 3284806.282099999, 370215.9578 3284806.5529))"
5139,27.46,"POLYGON ((369870.1150000002 3284906.296599999, 369870.3694000002 3284906.3583, 369871.5884999996 3284901.309800001, 369871.2960000001 3284901.2369, 369870.1150000002 3284906.296599999))"
5140,21.05,"POLYGON ((369608.2873 3284877.6, 369608.2224000003 3284880.0562, 369612.8152000001 3284880.085999999, 369612.8205000004 3284877.719699999, 369608.2873 3284877.6))"
5141,21.98,"POLYGON ((369608.4868999999 3284889.291300001, 369605.8048 3284888.8595, 369605.2710999995 3284893.067, 369607.8332000002 3284893.462300001, 369608.4868999999 3284889.291300001))"
5142,27.0,"POLYGON ((369600.0115999999 3284954.2333, 369600.1749999998 3284955.444499999, 369603.9318000004 3284954.9789, 369603.7490999997 3284953.7291, 369600.0115999999 3284954.2333))"
5143,20.44,"POLYGON ((369528.2027000003 3285070.204399999, 369533.8228000002 3285070.593699999, 369534.1092999997 3285066.892200001, 369528.4593000002 3285066.5009, 369528.2027000003 3285070.204399999))"
5144,20.82,"POLYGON ((369643.3576999996 3284945.184599999, 369645.5292999996 3284945.6042, 369646.2515000002 3284941.6021, 369652.6580999997 3284942.6668, 369653.3968000002 3284938.2217, 369644.9408999998 3284936.591, 369643.3576999996 3284945.184599999))"
5145,27.75,"POLYGON ((370122.1283 3284952.338500001, 370126.0502000004 3284951.221899999, 370125.8043999998 3284950.373500001, 370121.8430000003 3284951.5405, 370122.1283 3284952.338500001))"
5146,23.65,"POLYGON ((370126.3214999996 3284952.1587, 370126.0502000004 3284951.221899999, 370122.1283 3284952.338500001, 370122.4524999997 3284953.245100001, 370126.3214999996 3284952.1587))"
5147,19.96,"POLYGON ((369951.4944000002 3284750.9662, 369951.5098000001 3284751.427300001, 369951.0284000002 3284751.443299999, 369951.2072999999 3284756.7761, 369960.4483000003 3284756.3709, 369960.2750000004 3284752.5484, 369960.0939999996 3284752.556600001, 369959.9943000004 3284750.592700001, 369951.4944000002 3284750.9662))"
5148,20.49,"POLYGON ((370360.5549999997 3285146.641899999, 370364.0669 3285149.0725, 370364.5031000003 3285148.423900001, 370361.0302999998 3285145.9834, 370360.5549999997 3285146.641899999))"
5149,38.18,"POLYGON ((370121.4063999997 3285053.987400001, 370123.2536000004 3285061.773800001, 370124.0371000003 3285061.562799999, 370122.1796000004 3285053.802200001, 370121.4063999997 3285053.987400001))"
5150,30.85,"POLYGON ((370125.1042999998 3285069.5747, 370125.9088000003 3285069.3829, 370124.0371000003 3285061.562799999, 370123.2536000004 3285061.773800001, 370125.1042999998 3285069.5747))"
5151,33.37,"POLYGON ((370106.4034000002 3285029.1007, 370108.6900000004 3285038.364700001, 370109.5469000004 3285038.1536, 370107.2708000001 3285028.805, 370106.4034000002 3285029.1007))"
5152,29.25,"POLYGON ((369943.5728000002 3285031.6691, 369943.0669999998 3285029.637, 369940.3810999999 3285029.9301, 369940.7758999998 3285032.283, 369943.5728000002 3285031.6691))"
5153,27.06,"POLYGON ((369901.2319 3284986.0778, 369894.7357999999 3284985.208799999, 369894.5993999997 3284986.229, 369901.1065999996 3284987.0144, 369901.2319 3284986.0778))"
5154,34.14,"POLYGON ((370171.0899999999 3285098.830600001, 370163.1079000002 3285098.2129, 370163.0221999995 3285099.286699999, 370170.9978 3285099.8991, 370171.0899999999 3285098.830600001))"
5155,30.5,"POLYGON ((370225.2407 3284895.0371, 370224.8509999998 3284888.999299999, 370224.4002999999 3284889.029300001, 370224.7904000003 3284895.073000001, 370225.2407 3284895.0371))"
5156,33.58,"POLYGON ((370098.6085000001 3285099.2588, 370098.2355000004 3285103.6675, 370099.2499000002 3285103.7706, 370099.6284999996 3285099.356799999, 370098.6085000001 3285099.2588))"
5157,33.13,"POLYGON ((370098.2355000004 3285103.6675, 370097.8618999999 3285108.083900001, 370098.8720000004 3285108.177200001, 370099.2499000002 3285103.7706, 370098.2355000004 3285103.6675))"
5158,21.61,"POLYGON ((370301.5055999998 3284800.421399999, 370306.1478000004 3284807.2667, 370316.3355999999 3284800.374299999, 370314.3312999997 3284797.4805, 370308.2017000001 3284801.4112, 370305.6398 3284797.719000001, 370301.5055999998 3284800.421399999))"
5159,28.0,"POLYGON ((370314.3312999997 3284797.4805, 370311.7363999998 3284793.7338, 370305.6398 3284797.719000001, 370308.2017000001 3284801.4112, 370314.3312999997 3284797.4805))"
5160,21.49,"POLYGON ((370306.1478000004 3284807.2667, 370301.5055999998 3284800.421399999, 370300.7077000001 3284800.9429, 370305.3744999999 3284807.789899999, 370306.1478000004 3284807.2667))"
5161,29.97,"POLYGON ((369967.1369000003 3284695.932, 369967.2456999999 3284691.1346, 369965.6020999998 3284691.073100001, 369965.3678000001 3284695.997099999, 369967.1369000003 3284695.932))"
5162,27.41,"POLYGON ((370321.0826000003 3284798.8519, 370316.9594000001 3284798.7388, 370316.9460000005 3284799.226399999, 370321.0691999998 3284799.3409, 370321.0826000003 3284798.8519))"
5163,26.67,"POLYGON ((370237.8888999997 3285008.8671, 370237.1195999999 3285008.9526, 370237.6277999999 3285012.6721, 370238.3968000002 3285012.566500001, 370237.8888999997 3285008.8671))"
5164,27.66,"POLYGON ((370122.1283 3284952.338500001, 370121.8430000003 3284951.5405, 370117.6673999997 3284952.7707, 370117.8683000002 3284953.3255, 370122.1283 3284952.338500001))"
5165,33.83,"POLYGON ((370412.8740999997 3284737.3258, 370409.2063999996 3284737.1282, 370408.9209000003 3284742.3018, 370412.6116000004 3284742.500700001, 370412.8740999997 3284737.3258))"
5166,37.54,"POLYGON ((370412.2002999997 3284750.6106, 370412.4362000003 3284745.9597, 370408.7302000001 3284745.76, 370408.4703000002 3284750.4703, 370412.2002999997 3284750.6106))"
5167,38.15,"POLYGON ((370412.4380999999 3284745.9223, 370412.6116000004 3284742.500700001, 370408.9209000003 3284742.3018, 370408.7302000001 3284745.76, 370412.4362000003 3284745.9597, 370412.4380999999 3284745.9223))"
5168,20.19,"POLYGON ((369577.7643999998 3284989.582699999, 369580.5093 3284990.9001, 369582.3298000004 3284987.364700001, 369579.3236999996 3284985.878599999, 369577.7643999998 3284989.582699999))"
5169,28.57,"POLYGON ((370313.4937000005 3285041.377699999, 370313.2392999995 3285040.177999999, 370308.8684 3285041.104800001, 370309.1228 3285042.3046, 370313.4937000005 3285041.377699999))"
5170,27.66,"POLYGON ((370233.21 3285023.4153, 370232.1393999998 3285016.1544, 370231.5899999999 3285016.207800001, 370232.6715000002 3285023.4756, 370233.21 3285023.4153))"
5171,32.21,"POLYGON ((370226.2911999999 3285020.114700001, 370225.9885999998 3285017.4246, 370224.5672000004 3285017.6327, 370224.8399 3285020.259099999, 370226.2911999999 3285020.114700001))"
5172,26.75,"POLYGON ((370349.7626999998 3284819.529300001, 370353.1161000002 3284819.6447, 370353.1183000002 3284819.601, 370353.2114000004 3284817.760299999, 370349.8579000002 3284817.6491, 370349.7626999998 3284819.529300001))"
5173,25.0,"POLYGON ((370358.4524999997 3284812.4131, 370350.1449999996 3284811.9781, 370349.8579000002 3284817.6491, 370353.2114000004 3284817.760299999, 370353.1183000002 3284819.601, 370353.1161000002 3284819.6447, 370349.7626999998 3284819.529300001, 370349.4889000002 3284824.937200001, 370357.7724000001 3284825.3189, 370358.4524999997 3284812.4131))"
5174,30.42,"POLYGON ((370107.3530000001 3284957.6116, 370107.2668000003 3284957.374, 370106.9519999996 3284956.5096, 370102.5431000004 3284958.0854, 370102.9507999998 3284959.1779, 370107.3530000001 3284957.6116))"
5175,30.42,"POLYGON ((370107.3530000001 3284957.6116, 370102.9507999998 3284959.1779, 370103.2948000003 3284960.0995, 370107.6323999995 3284958.3814, 370107.3530000001 3284957.6116))"
5176,27.15,"POLYGON ((370095.4979999997 3284939.2173, 370097.0806999998 3284943.450099999, 370099.8318999996 3284942.4309, 370098.3362999996 3284938.133199999, 370095.4979999997 3284939.2173))"
5177,23.48,"POLYGON ((370196.9096999997 3285101.9047, 370196.0773 3285112.978599999, 370197.3444999997 3285113.079600001, 370198.3317999998 3285102.015699999, 370196.9795000004 3285101.9101, 370196.9096999997 3285101.9047))"
5178,29.78,"POLYGON ((370197.3444999997 3285113.079600001, 370190.2325999998 3285112.513, 370189.9382999996 3285114.7794, 370194.8361999998 3285115.2435, 370194.7567999996 3285116.164799999, 370197.0532 3285116.2455, 370197.3444999997 3285113.079600001))"
5179,24.43,"POLYGON ((370079.3618999999 3284904.3563, 370079.7243999997 3284905.347100001, 370090.6051000003 3284901.4102, 370090.2400000002 3284900.3827, 370079.3618999999 3284904.3563))"
5180,31.3,"POLYGON ((370100.4167999998 3285077.882099999, 370100.0531000001 3285082.181500001, 370101.0938999997 3285082.2698, 370101.4627 3285077.9705, 370100.5023999996 3285077.8894, 370100.4167999998 3285077.882099999))"
5181,22.55,"POLYGON ((370116.7385999998 3285079.261600001, 370116.3607999999 3285083.5645, 370116.9415999996 3285083.613700001, 370117.3099999996 3285079.309900001, 370116.7385999998 3285079.261600001))"
5182,28.23,"POLYGON ((370321.7372000003 3284830.676999999, 370321.6710000001 3284829.9768, 370312.4477000004 3284830.7722, 370312.5151000004 3284831.4585, 370321.7372000003 3284830.676999999))"
5183,21.22,"POLYGON ((370313.7998000002 3284730.7763, 370313.3870999999 3284737.3221, 370332.0328000002 3284738.1558, 370332.4117999999 3284731.917199999, 370313.7998000002 3284730.7763))"
