,height,geometry
2307,30.0,"POLYGON ((369619.4205999998 3284625.391100001, 369615.3744000001 3284624.7884, 369614.7893000003 3284630.968900001, 369618.7641000003 3284631.388699999, 369619.4205999998 3284625.391100001))"
2308,26.17,"POLYGON ((369795.1840000004 3284662.2678, 369807.4102999996 3284663.373500001, 369808.3343000002 3284654.391100001, 369796.1034000004 3284653.010500001, 369795.1840000004 3284662.2678))"
2309,24.71,"POLYGON ((369807.3036000002 3284664.41, 369795.0577999996 3284663.492000001, 369794.1639999999 3284674.5296, 369806.1716999998 3284675.414100001, 369807.3036000002 3284664.41))"
2310,31.53,"POLYGON ((369668.4442999996 3284647.111500001, 369674.4277999997 3284647.6467, 369674.8956000004 3284642.6129, 369668.9046999998 3284641.964299999, 369668.4442999996 3284647.111500001))"
2311,21.06,"POLYGON ((369669.7083000001 3284632.98, 369668.9046999998 3284641.964299999, 369674.8956000004 3284642.6129, 369675.7348999996 3284633.581499999, 369669.7083000001 3284632.98))"
2312,20.05,"POLYGON ((369641.3765000002 3284630.893300001, 369629.2215 3284629.644099999, 369629.0784999998 3284630.938899999, 369641.2172999997 3284632.198100001, 369641.3765000002 3284630.893300001))"
2313,24.58,"POLYGON ((369639.4417000003 3284646.751399999, 369639.9590999996 3284642.510500001, 369628.4018999999 3284641.100400001, 369629.7648 3284645.5798, 369639.4417000003 3284646.751399999))"
2314,23.67,"POLYGON ((369639.9590999996 3284642.510500001, 369641.2172999997 3284632.198100001, 369629.0784999998 3284630.938899999, 369627.9623999996 3284641.046700001, 369639.9590999996 3284642.510500001))"
2315,31.78,"POLYGON ((369635.5891000004 3284673.0415, 369640.8289999999 3284674.261, 369641.0502000004 3284673.3105, 369635.8126999997 3284672.0755, 369635.5891000004 3284673.0415))"
2316,24.5,"POLYGON ((369637.0310000004 3284690.3037, 369642.2115000002 3284691.5549, 369642.5575000001 3284690.092800001, 369637.3585000001 3284688.8892, 369637.0310000004 3284690.3037))"
2317,19.45,"POLYGON ((369675.2857999997 3284647.548900001, 369682.9439000003 3284648.162, 369683.5218000002 3284640.943299999, 369675.8683000002 3284640.2718, 369675.2857999997 3284647.548900001))"
2318,21.63,"POLYGON ((369814.4452999998 3284701.003900001, 369813.9645999996 3284704.5439, 369817.5564999999 3284705.1951, 369818.2298999997 3284701.699200001, 369814.4452999998 3284701.003900001))"
2319,21.42,"POLYGON ((369832.4722999996 3284685.4748, 369827.0562000005 3284684.6767, 369826.1771 3284689.3048, 369831.5508000003 3284690.3257, 369832.4722999996 3284685.4748))"
2320,22.0,"POLYGON ((369842.4489000002 3284667.6303, 369865.7130000005 3284671.2842, 369866.6476999996 3284663.0866, 369843.7279000003 3284659.4868, 369842.4489000002 3284667.6303))"
2321,22.11,"POLYGON ((369828.7421000004 3284657.133099999, 369827.6693000002 3284665.309, 369842.4489000002 3284667.6303, 369843.7279000003 3284659.4868, 369828.7421000004 3284657.133099999))"
2322,23.98,"POLYGON ((369816.6359999999 3284656.8343, 369824.7747 3284657.846100001, 369824.9223999996 3284656.658199999, 369816.7836999996 3284655.646400001, 369816.6359999999 3284656.8343))"
2323,25.7,"POLYGON ((369883.3214999996 3284665.2344, 369882.8059 3284670.311100001, 369886.8031000001 3284670.7432, 369886.5866999999 3284672.7064, 369882.6037999997 3284672.3013, 369882.3017999995 3284675.275800001, 369888.2241000002 3284675.942, 369888.5728000002 3284672.5538, 369890.5839 3284672.7819, 369891.2960999999 3284666.1042, 369883.3214999996 3284665.2344))"
2324,30.46,"POLYGON ((369865.2741999999 3284704.683800001, 369864.9137000004 3284707.795, 369868.1520999996 3284708.1702, 369868.5087000001 3284705.0921, 369865.2741999999 3284704.683800001))"
2325,21.68,"POLYGON ((369894.6265000002 3284718.2864, 369902.6978000002 3284719.346899999, 369903.5921 3284713.011700001, 369895.4506000001 3284711.759299999, 369894.6265000002 3284718.2864))"
2326,26.4,"POLYGON ((369874.5538999997 3284706.0985, 369882.8017999995 3284707.142899999, 369883.9140999997 3284699.9145, 369879.7215999998 3284699.320900001, 369879.5623000003 3284700.579600001, 369875.3285999997 3284699.9802, 369874.5538999997 3284706.0985))"
2327,26.4,"POLYGON ((369874.3140000002 3284707.992900001, 369873.7451999998 3284712.485300001, 369884.8037999999 3284713.885500001, 369885.3447000002 3284709.690300001, 369874.3140000002 3284707.992900001))"
2328,27.51,"POLYGON ((369865.9362000003 3284698.9684, 369865.2741999999 3284704.683800001, 369868.5087000001 3284705.0921, 369868.1520999996 3284708.1702, 369864.9137000004 3284707.795, 369864.5059000002 3284711.315400001, 369873.0433999998 3284712.396400001, 369874.6119999997 3284700.0086, 369865.9362000003 3284698.9684))"
2329,29.33,"POLYGON ((369847.8524000002 3284703.7519, 369847.5745999999 3284705.9323, 369839.8683000002 3284704.9504, 369839.5138999997 3284707.765000001, 369850.9489000002 3284709.3781, 369851.6048999997 3284704.23, 369847.8524000002 3284703.7519))"
2330,28.08,"POLYGON ((369851.6048999997 3284704.23, 369852.5092000002 3284697.1324, 369841.0573000005 3284695.509500001, 369840.1430000002 3284702.7696, 369851.6048999997 3284704.23))"
2331,28.0,"POLYGON ((369818.0047000004 3284702.8682, 369817.5564999999 3284705.1951, 369837.4648000002 3284708.628900001, 369837.8876999998 3284706.297599999, 369818.0047000004 3284702.8682))"
2332,28.0,"POLYGON ((369818.0047000004 3284702.8682, 369837.8876999998 3284706.297599999, 369838.6089000003 3284702.3221, 369818.7726999996 3284698.8815, 369818.0047000004 3284702.8682))"
2333,23.84,"POLYGON ((369811.1317999996 3284667.881100001, 369810.6343 3284672.0096, 369818.7202000003 3284673.011499999, 369819.2472999999 3284668.758099999, 369811.1317999996 3284667.881100001))"
2334,28.58,"POLYGON ((369818.7648999998 3284673.5769, 369818.3480000002 3284676.839400001, 369826.1431 3284677.760399999, 369826.5360000003 3284674.5699, 369818.7648999998 3284673.5769))"
2335,28.58,"POLYGON ((369818.7648999998 3284673.5769, 369826.5360000003 3284674.5699, 369827.1743999999 3284669.384199999, 369819.4271999998 3284668.394200001, 369818.7648999998 3284673.5769))"
2336,22.43,"POLYGON ((369827.4835000001 3284666.7248, 369828.7421000004 3284657.132999999, 369824.9223999996 3284656.658199999, 369824.7747 3284657.846100001, 369816.6359999999 3284656.8343, 369816.7836999996 3284655.646400001, 369812.9612999996 3284655.1711, 369811.6819000002 3284664.762700001, 369827.4835000001 3284666.7248))"
2337,35.08,"POLYGON ((369903.3650000002 3284698.625, 369903.5071999999 3284695.219799999, 369900.7940999996 3284695.1096, 369900.6507000001 3284698.5463, 369903.3650000002 3284698.625))"
2338,35.08,"POLYGON ((369900.6507000001 3284698.5463, 369900.7940999996 3284695.1096, 369903.5071999999 3284695.219799999, 369903.3650000002 3284698.625, 369908.9446 3284698.786699999, 369909.0094999997 3284694.4717, 369903.5456999997 3284694.2985, 369898.3333000001 3284694.133300001, 369898.2073999997 3284698.475400001, 369900.6507000001 3284698.5463))"
2339,30.0,"POLYGON ((369897.2285000002 3284698.4471, 369898.2073999997 3284698.475400001, 369898.3333000001 3284694.133300001, 369897.3837000001 3284694.1032, 369897.2285000002 3284698.4471))"
2340,19.26,"POLYGON ((369881.7567999996 3284675.9022, 369882.1375000002 3284672.5668, 369877.4099000003 3284672.022700001, 369877.4776999997 3284671.433599999, 369870.7626999998 3284670.6609, 369870.6948999995 3284671.25, 369865.7812999999 3284670.684599999, 369865.7130000005 3284671.2842, 369865.4193000002 3284671.2381, 369865.0027000001 3284673.991699999, 369881.7567999996 3284675.9022))"
2341,25.79,"POLYGON ((369882.9952999996 3284665.050899999, 369866.6370000001 3284663.1809, 369865.7812999999 3284670.684599999, 369870.6948999995 3284671.25, 369870.7626999998 3284670.6609, 369877.4776999997 3284671.433599999, 369877.4099000003 3284672.022700001, 369882.1375000002 3284672.5668, 369882.9952999996 3284665.050899999))"
2342,24.13,"POLYGON ((370070.0834999997 3285129.6128, 370071.5045999996 3285113.008199999, 370063.5965 3285112.09, 370063.5834999997 3285130.1764, 370070.0834999997 3285129.6128))"
2343,27.84,"POLYGON ((370045.3929000003 3285109.078600001, 370046.5630999999 3285125.4767, 370050.2971000001 3285125.1504, 370049.0034999996 3285108.7873, 370045.3929000003 3285109.078600001))"
2344,32.32,"POLYGON ((370044.6255000001 3285098.3259, 370045.3459000001 3285108.4198, 370048.5658999998 3285108.1799, 370047.8393999999 3285098.236, 370044.6255000001 3285098.3259))"
2345,29.19,"POLYGON ((370074.6939000003 3285085.097899999, 370065.1338 3285086.123, 370065.6169999996 3285090.4223, 370075.1890000002 3285089.466499999, 370074.6939000003 3285085.097899999))"
2346,23.34,"POLYGON ((370087.6355999997 3285078.281300001, 370087.5815000003 3285077.300899999, 370084.7626999998 3285077.4932, 370084.8324999996 3285078.456, 370087.6355999997 3285078.281300001))"
2347,34.97,"POLYGON ((370089.1551999999 3285077.193499999, 370088.9455000004 3285072.616900001, 370083.7599999998 3285072.9318, 370084.0162000004 3285077.5441, 370089.1551999999 3285077.193499999))"
2348,33.85,"POLYGON ((370088.9455000004 3285072.616900001, 370088.7778000003 3285068.957, 370083.5573000005 3285069.283199999, 370083.7599999998 3285072.9318, 370088.9455000004 3285072.616900001))"
2349,30.1,"POLYGON ((370076.9179999996 3285078.0285, 370076.5961999996 3285073.366900001, 370078.8153999997 3285073.232100001, 370078.5744000003 3285069.594599999, 370073.6595999999 3285069.901699999, 370074.2412999999 3285078.211100001, 370076.9179999996 3285078.0285))"
2350,31.58,"POLYGON ((370079.1783999996 3285078.710200001, 370078.8153999997 3285073.232100001, 370076.5961999996 3285073.366900001, 370076.9763000002 3285078.873299999, 370079.1783999996 3285078.710200001))"
2351,22.22,"POLYGON ((370061.9656999996 3285070.6324, 370062.6220000004 3285075.3599, 370063.4773000004 3285075.273700001, 370064.0812999997 3285080.059900001, 370070.1128000002 3285079.452299999, 370069.3169999998 3285070.173, 370061.9656999996 3285070.6324))"
2352,28.62,"POLYGON ((370075.6692000004 3285093.7029, 370075.1890000002 3285089.466499999, 370065.6169999996 3285090.4223, 370066.0924000004 3285094.653100001, 370075.6692000004 3285093.7029))"
2353,29.09,"POLYGON ((370066.8578000003 3285148.0217, 370067.9082000004 3285138.803200001, 370046.8830000004 3285136.4146, 370046.6939000003 3285145.717900001, 370066.8578000003 3285148.0217))"
2354,29.77,"POLYGON ((370047.8393999999 3285098.236, 370048.4584999997 3285106.709899999, 370070.5537999999 3285105.1307, 370069.9188000001 3285096.475299999, 370047.8393999999 3285098.236))"
2355,32.02,"POLYGON ((370081.9373000003 3285078.1303, 370084.0406999998 3285077.9838, 370084.0162000004 3285077.5441, 370083.7599999998 3285072.9318, 370078.8153999997 3285073.232100001, 370079.1233000001 3285077.878, 370081.9107999997 3285077.687799999, 370081.9373000003 3285078.1303))"
2356,33.6,"POLYGON ((370078.8153999997 3285073.232100001, 370083.7599999998 3285072.9318, 370083.5573000005 3285069.283199999, 370078.5744000003 3285069.594599999, 370078.8153999997 3285073.232100001))"
2357,26.48,"POLYGON ((370079.2074999996 3285079.1494, 370081.9861000003 3285078.9429, 370081.9107999997 3285077.687799999, 370079.1233000001 3285077.878, 370079.2074999996 3285079.1494))"
2358,25.88,"POLYGON ((370089.8740999997 3285078.1587, 370095.8008000003 3285077.830399999, 370095.7407999998 3285076.744100001, 370089.8025000002 3285077.1493, 370089.8740999997 3285078.1587))"
2359,34.97,"POLYGON ((370089.1551999999 3285077.193499999, 370095.7407999998 3285076.744100001, 370095.2887000004 3285068.5502, 370088.7778000003 3285068.957, 370089.1551999999 3285077.193499999))"
2360,23.48,"POLYGON ((370099.2620999999 3285068.301899999, 370095.2887000004 3285068.5502, 370095.7407999998 3285076.744100001, 370097.2231999999 3285076.642999999, 370099.7472000001 3285076.470799999, 370099.2620999999 3285068.301899999))"
2361,30.29,"POLYGON ((370099.7472000001 3285076.470799999, 370097.2231999999 3285076.642999999, 370097.2940999996 3285077.584100001, 370099.8004000001 3285077.366599999, 370099.7472000001 3285076.470799999))"
2362,30.93,"POLYGON ((370097.2231999999 3285076.642999999, 370095.7407999998 3285076.744100001, 370095.7944 3285077.714199999, 370097.2940999996 3285077.584100001, 370097.2231999999 3285076.642999999))"
2363,34.65,"POLYGON ((370074.2987000002 3285079.0306, 370074.2412999999 3285078.211100001, 370073.6595999999 3285069.901699999, 370069.3169999998 3285070.173, 370070.1128000002 3285079.452299999, 370074.2987000002 3285079.0306))"
2364,28.41,"POLYGON ((370049.0340999998 3285093.761, 370041.3596000001 3285094.7436, 370041.6939000003 3285097.3861, 370049.5345999999 3285096.7775, 370049.0340999998 3285093.761))"
2365,29.72,"POLYGON ((370048.4464999996 3285090.2195, 370047.3115999997 3285083.379899999, 370032.5713 3285085.8248, 370033.8370000003 3285092.614800001, 370048.4464999996 3285090.2195))"
2366,28.39,"POLYGON ((370030.1025999999 3285072.581499999, 370031.3657999998 3285079.357799999, 370046.2514000004 3285076.990700001, 370045.1294 3285070.228700001, 370030.1025999999 3285072.581499999))"
2367,30.1,"POLYGON ((370047.3115999997 3285083.379899999, 370046.2514000004 3285076.990700001, 370031.3657999998 3285079.357799999, 370032.5713 3285085.8248, 370047.3115999997 3285083.379899999))"
2368,34.64,"POLYGON ((370070.3377999999 3285082.0758, 370070.1128000002 3285079.452299999, 370064.0812999997 3285080.059900001, 370064.4050000003 3285082.5671, 370070.3377999999 3285082.0758))"
2369,34.64,"POLYGON ((370070.3377999999 3285082.0758, 370074.4878000002 3285081.732100001, 370074.2987000002 3285079.0306, 370070.1128000002 3285079.452299999, 370070.3377999999 3285082.0758))"
2370,26.75,"POLYGON ((370034.7706000004 3285097.6231, 370041.5743000004 3285096.4409, 370041.3596000001 3285094.7436, 370048.4419 3285093.8369, 370048.0252 3285090.2886, 370033.8370000003 3285092.614800001, 370034.7706000004 3285097.6231))"
2371,31.54,"POLYGON ((370040.0174000002 3285141.9399, 370039.5379999997 3285141.970799999, 370046.6536999997 3285147.694700001, 370046.7796 3285141.5035, 370040.0174000002 3285141.9399))"
2372,31.54,"POLYGON ((370046.9507999998 3285133.091700001, 370046.9852 3285131.390900001, 370044.6255000001 3285098.3259, 370034.9467000002 3285099.071900001, 370037.5332000004 3285132.5867, 370039.3095000004 3285132.4736, 370039.3799000001 3285133.414899999, 370046.9507999998 3285133.091700001))"
2373,37.48,"POLYGON ((370035.9621000001 3285052.259299999, 370036.2708999999 3285054.3277, 370032.0456999997 3285054.870999999, 370032.6057000002 3285059.236500001, 370034.7021000003 3285058.9728, 370035.0274 3285061.5089, 370039.8739999998 3285060.972100001, 370038.7104000002 3285051.8367, 370035.9621000001 3285052.259299999))"
2374,32.97,"POLYGON ((370057.2654999997 3285006.7621, 370060.2017999999 3285006.1884, 370059.8031000001 3285003.948899999, 370060.9002 3285003.671399999, 370060.2915000003 3284999.569499999, 370056.1092999997 3285000.1216, 370057.2654999997 3285006.7621))"
2375,35.8,"POLYGON ((370069.4073999999 3285055.5701, 370069.0966999996 3285051.6171, 370066.6687000003 3285051.851199999, 370067.0744000003 3285055.852399999, 370067.5458000004 3285055.795399999, 370069.4073999999 3285055.5701))"
2376,10.0,"POLYGON ((370040.3662 3285064.8364, 370039.8739999998 3285060.972100001, 370035.0274 3285061.5089, 370034.7021000003 3285058.9728, 370032.6057000002 3285059.236500001, 370032.0456999997 3285054.870999999, 370036.2708999999 3285054.3277, 370035.9621000001 3285052.259299999, 370028.1878000004 3285053.454600001, 370029.7779000001 3285065.722899999, 370040.3662 3285064.8364))"
2377,27.05,"POLYGON ((370035.2533999998 3285008.910499999, 370047.6190999998 3285007.1239, 370045.5631999997 3284989.8533, 370045.0356000001 3284989.9285, 370032.5586000001 3284991.7071, 370035.2533999998 3285008.910499999))"
2378,26.61,"POLYGON ((370031.8328 3285018.487400001, 370021.3914000001 3285020.0572, 370023.0756000001 3285030.2585, 370033.3768999996 3285028.701300001, 370031.8328 3285018.487400001))"
2379,28.88,"POLYGON ((370026.2796 3285050.0514, 370036.3398000002 3285048.3014, 370033.3768999996 3285028.701300001, 370023.0756000001 3285030.2585, 370026.2796 3285050.0514))"
2380,21.59,"POLYGON ((370020.3021999998 3284992.9552, 370018.1475999998 3284996.1844, 370019.8936999999 3285009.4319, 370033.9561999999 3285007.304, 370031.7632999998 3284991.5701, 370020.3021999998 3284992.9552))"
2381,24.32,"POLYGON ((370027.6305 3285008.2611, 370019.8936999999 3285009.4319, 370021.3914000001 3285020.0572, 370029.2358999997 3285018.877800001, 370027.6305 3285008.2611))"
2382,32.53,"POLYGON ((370051.1731000002 3285007.952199999, 370057.3543999996 3285036.7272, 370066.2089999998 3285034.781400001, 370060.2017999999 3285006.1884, 370051.1731000002 3285007.952199999))"
2383,22.56,"POLYGON ((370058.0889999997 3285049.168199999, 370058.9678999996 3285056.8332, 370067.0744000003 3285055.852399999, 370066.6687000003 3285051.851199999, 370066.3063000003 3285048.1609, 370058.0889999997 3285049.168199999))"
2384,35.8,"POLYGON ((370069.4073999999 3285055.5701, 370067.5458000004 3285055.795399999, 370067.7511 3285058.220000001, 370062.8151000002 3285058.717900001, 370062.9186000004 3285059.8309, 370059.3535000002 3285060.1953, 370059.7138999999 3285063.338199999, 370069.9435999999 3285062.391899999, 370069.4073999999 3285055.5701))"
